Google maps href,empresa_nombre_bruto,Estrella,Reseña,categoria_sugerida,direccion_bruta,Sitio Web,telefono_bruto
https://www.google.com/maps/place/Oficinas+Girasoles+de+Opichen/data=!4m7!3m6!1s0x8f5672de538acbe1:0xfdbe8f6d046008b0!8m2!3d20.9477688!4d-89.6850065!16s%2Fg%2F11g_gg3zm!19sChIJ4cuKU95yVo8RsAhgBG2Pvv0?authuser=0&hl=es&rclk=1,Oficinas Girasoles de Opichen,"4,3",-194,Promotora inmobiliaria,·,Sitio web,999 289 0066
https://www.google.com/maps/place/Constructora+Corporativa/data=!4m7!3m6!1s0x8f56778aeaf6de1f:0x68339c6d934f0e6f!8m2!3d20.9999306!4d-89.6189025!16s%2Fg%2F11p5gjnnvt!19sChIJH9726op3Vo8Rbw5Pk22cM2g?authuser=0&hl=es&rclk=1,Constructora Corporativa,"5,0",-5,Empresa de construcción,C. 29 148,Sitio web,999 924 2801
https://www.google.com/maps/place/Carpis/data=!4m7!3m6!1s0x8f5676cbcc5cc18b:0x736201ce4bf84abd!8m2!3d21.0032715!4d-89.6042226!16s%2Fg%2F1tj4cjw6!19sChIJi8FczMt2Vo8RvUr4S84BYnM?authuser=0&hl=es&rclk=1,Carpis,"4,3",-8,Empresa constructora,C. 17 201,Cómo llegar,999 944 6582
https://www.google.com/maps/place/FYSCO+mallas+y+cintas+de+refuerzo/data=!4m7!3m6!1s0x8f5677ce7b22a657:0xe36fc6125865a6bb!8m2!3d20.992326!4d-89.6430516!16s%2Fg%2F11g3yyxk_y!19sChIJV6Yie853Vo8Ru6ZlWBLGb-M?authuser=0&hl=es&rclk=1,FYSCO mallas y cintas de refuerzo,"5,0",-2,Proveedor de materiales de construcción,C. 42 249,Sitio web,999 338 4858
https://www.google.com/maps/place/VIVA+ALEGRE/data=!4m7!3m6!1s0x8f560d60f1bd819f:0xfeb2ab7a7df54787!8m2!3d20.9906001!4d-89.7255043!16s%2Fg%2F11ghq8zg0p!19sChIJn4G98WANVo8Rh0f1fXqrsv4?authuser=0&hl=es&rclk=1,VIVA ALEGRE,"4,3",-74,Urbanización,·,Sitio web,999 115 0610
https://www.google.com/maps/place/Proyectistas+Asociados+del+Mayab+SA+de+CV/data=!4m7!3m6!1s0x8f5676aa4f5ee44d:0x75b8615526ed621!8m2!3d21.0018237!4d-89.6232479!16s%2Fg%2F1thz2qnj!19sChIJTeReT6p2Vo8RIdZuUhWGWwc?authuser=0&hl=es&rclk=1,Proyectistas Asociados del Mayab SA de CV,"3,6",-17,Promotora inmobiliaria,Calle 35 No. 36 x 60 y 12,Cómo llegar,999 927 7887
https://www.google.com/maps/place/Viva+alegre+caucel/data=!4m7!3m6!1s0x8f560d246a6bd075:0xab1c6fef996ccebc!8m2!3d20.9892952!4d-89.7230921!16s%2Fg%2F11n09_6scr!19sChIJddBraiQNVo8RvM5sme9vHKs?authuser=0&hl=es&rclk=1,Viva alegre caucel,"4,5",-14,Urbanización,·,Sitio web,999 115 0610
https://www.google.com/maps/place/COSTRUCTORA+PRODESA/data=!4m7!3m6!1s0x8f56737eea77faa1:0x85c3bfa513b7313!8m2!3d20.9515933!4d-89.6466147!16s%2Fg%2F11mq2trhds!19sChIJofp36n5zVo8RE3M7Ufo7XAg?authuser=0&hl=es&rclk=1,COSTRUCTORA PRODESA,"5,0",-1,Constructor,Av. Itzáes 629C,Cómo llegar,999 269 4699
https://www.google.com/maps/place/DESUR+Corporativo/data=!4m7!3m6!1s0x8f5677bc0226e063:0x3afe08f9d1ad0794!8m2!3d21.0358493!4d-89.6104832!16s%2Fg%2F11f8j2tpgt!19sChIJY-AmArx3Vo8RlAet0fkI_jo?authuser=0&hl=es&rclk=1,DESUR Corporativo,"4,5",-37,Urbanización,"Calle 67 118, X 16 Y 18",Sitio web,999 938 1560
https://www.google.com/maps/place/ARCICONSTRU/data=!4m7!3m6!1s0x8f5676cfdb1e5ab7:0xcb216da45f7bef96!8m2!3d21.0077604!4d-89.5974148!16s%2Fg%2F11g9g3xzzb!19sChIJt1oe2892Vo8Rlu97X6RtIcs?authuser=0&hl=es&rclk=1,ARCICONSTRU,"4,4",-23,Oficinas de empresa,·,Sitio web,999 948 1803
https://www.google.com/maps/place/GRUPO+PROMOTORA+RESIDENCIAL/data=!4m7!3m6!1s0x8f5671590c4f1c29:0x5717f6602faacdb4!8m2!3d20.9825085!4d-89.6218185!16s%2Fg%2F1pv5yqgg2!19sChIJKRxPDFlxVo8RtM2qL2D2F1c?authuser=0&hl=es&rclk=1,GRUPO PROMOTORA RESIDENCIAL,"4,1",-39,Constructor,"Por 37 y 35, C. 62 304",Sitio web,999 942 6666
https://www.google.com/maps/place/Uribe+Capetillo+Constructora/data=!4m7!3m6!1s0x8f567163f89efab5:0x71534bdc1bcb8b83!8m2!3d20.9942325!4d-89.6138114!16s%2Fg%2F11rq9sqpr6!19sChIJtfqe-GNxVo8Rg4vLG9xLU3E?authuser=0&hl=es&rclk=1,Uribe Capetillo Constructora,"4,0",-4,Condominio,C. 17 24,Sitio web,999 439 4090
https://www.google.com/maps/place/Axissa+Construcciones/data=!4m7!3m6!1s0x8f5677baa5b37ec7:0x4b140133015d2e1!8m2!3d21.0182753!4d-89.5652176!16s%2Fg%2F11nfsggnxy!19sChIJx36zpbp3Vo8R4dIVMBNAsQQ?authuser=0&hl=es&rclk=1,Axissa Construcciones,"5,0",-15,Empresa de construcción,C. 25 Diag. 212,Cómo llegar,999 353 6765
https://www.google.com/maps/place/CAPRO/data=!4m7!3m6!1s0x8f56774e4e525d97:0xc2c54e1145379085!8m2!3d21.0656445!4d-89.5961123!16s%2Fg%2F11fm6blbj_!19sChIJl11STk53Vo8RhZA3RRFOxcI?authuser=0&hl=es&rclk=1,CAPRO,"3,8",-89,Empresa constructora,"CALLE 19 POR 20 A Y CARRETERA TEMOZÓN-CHABLEKAL (CALLE 20 COMISARIA, Temozon Norte",Sitio web,999 931 5870
https://www.google.com/maps/place/Sauja+Constructora+S.A+de+C.V/data=!4m7!3m6!1s0x8f56717fbc129dbf:0x2c846fe62225362d!8m2!3d20.980093!4d-89.6193556!16s%2Fg%2F11rcyg7vd7!19sChIJv50SvH9xVo8RLTYlIuZvhCw?authuser=0&hl=es&rclk=1,Sauja Constructora S.A de C.V,"5,0",-1,Empresa constructora,"C.58 #403A x39 y 41, C. 58 403-a",Sitio web,999 925 5770
https://www.google.com/maps/place/Desarrolladora+Medra+55+S+de+RL+de+CV/data=!4m7!3m6!1s0x8f5676c53dfdd6b1:0x56b2f9257b3832c3!8m2!3d20.9928999!4d-89.6064464!16s%2Fg%2F11c3_8d_1h!19sChIJsdb9PcV2Vo8RwzI4eyX5slY?authuser=0&hl=es&rclk=1,Empresa constructora,"4,9",-15,,Desarrolladora Medra 55 S de RL de CV,Sitio web,999 611 7666
https://www.google.com/maps/place/ARCONSU+EDIFICACIONES/data=!4m7!3m6!1s0x8f5670d5b6644737:0x6d0285e65061279a!8m2!3d20.9995461!4d-89.5903844!16s%2Fg%2F11d_8hh9dn!19sChIJN0dkttVwVo8RmidhUOaFAm0?authuser=0&hl=es&rclk=1,ARCONSU EDIFICACIONES,"5,0",-8,Empresa de construcción,·,Sitio web,999 566 7398
https://www.google.com/maps/place/Grupo+Canteras+Peninsulares/data=!4m7!3m6!1s0x8f5672564e297683:0x3f2b2aacb39b69e2!8m2!3d20.9419287!4d-89.661049!16s%2Fg%2F11h93fklgl!19sChIJg3YpTlZyVo8R4mmbs6wqKz8?authuser=0&hl=es&rclk=1,Grupo Canteras Peninsulares,"4,0",-9,Oficinas de empresa,·,Sitio web,999 940 7440
https://www.google.com/maps/place/Royal+Plaza+Cd.+Caucel/data=!4m7!3m6!1s0x8f5674a425ba3c6b:0xb8c142b8beec450a!8m2!3d21.0044545!4d-89.6882023!16s%2Fg%2F1ptz61blf!19sChIJazy6JaR0Vo8RCkXsvrhCwbg?authuser=0&hl=es&rclk=1,Royal Plaza Cd. Caucel,"4,4",-1751,Centro comercial,·,Sitio web,999 941 7127
https://www.google.com/maps/place/SUMAINSA/data=!4m7!3m6!1s0x8f5676bdc09a91bb:0x6d1ab716e5178308!8m2!3d20.9996608!4d-89.6115835!16s%2Fg%2F11f3c8323s!19sChIJu5GawL12Vo8RCIMX5Ra3Gm0?authuser=0&hl=es&rclk=1,SUMAINSA,"3,0",-4,Empresa de construcción,C. 27 104,Sitio web,999 328 3691
https://www.google.com/maps/place/Fraccionamiento+Las+Am%C3%A9ricas+-+Grupo+Sadasi+Yucat%C3%A1n/data=!4m7!3m6!1s0x8f5675e3a674c809:0xa07959ff21b8104d!8m2!3d21.0584068!4d-89.6459503!16s%2Fg%2F11rw7x7l0v!19sChIJCch0puN1Vo8RTRC4If9ZeaA?authuser=0&hl=es&rclk=1,Fraccionamiento Las Américas - Grupo Sadasi Yucatán,"2,6",-61,Urbanización,·,Sitio web,999 941 2185
https://www.google.com/maps/place/IEMMSA/data=!4m7!3m6!1s0x8f567385dabd000b:0xd97d00a2992dfcf1!8m2!3d20.9913154!4d-89.6551275!16s%2Fg%2F1ptwrjjln!19sChIJCwC92oVzVo8R8fwtmaIAfdk?authuser=0&hl=es&rclk=1,IEMMSA,"5,0",-2,Contratista de aire acondicionado,C. 60 152,Sitio web,999 179 2703
https://www.google.com/maps/place/HV+Sistemas+y+Potencia/data=!4m7!3m6!1s0x8f567403ed0f6935:0x18c4d4993a9036d6!8m2!3d21.0054422!4d-89.6292016!16s%2Fg%2F1tf3clmn!19sChIJNWkP7QN0Vo8R1jaQOpnUxBg?authuser=0&hl=es&rclk=1,HV Sistemas y Potencia,"4,7",-9,Empresa constructora,C. 31 95-interior E,Cómo llegar,999 101 9195
https://www.google.com/maps/place/Constructora+Copilco+S.A+de+C.V/data=!4m7!3m6!1s0x8f567705e2ffcde3:0x4e193eb69e1d4296!8m2!3d21.0105389!4d-89.5933711!16s%2Fg%2F11j3kb214p!19sChIJ483_4gV3Vo8RlkIdnrY-GU4?authuser=0&hl=es&rclk=1,Constructora Copilco S.A de C.V,"4,7",-3,Oficinas de empresa,C. 1D 62,Sitio web,999 406 6063
https://www.google.com/maps/place/Vidrios+y+Aluminios+%22Aluminale%22/data=!4m7!3m6!1s0x8f560d03e0f2a4a1:0x5a019cb742059fb!8m2!3d20.9608492!4d-89.659676!16s%2Fg%2F11xnytccs1!19sChIJoaTy4AMNVo8R-1kgdMsZoAU?authuser=0&hl=es&rclk=1,"Vidrios y Aluminios ""Aluminale""","5,0",-1,Empresa de construcción,67 A 943-x 116 y 116A,Cómo llegar,999 366 1548
https://www.google.com/maps/place/SIMCA+Desarrollos/data=!4m7!3m6!1s0x8f567728fd8f9e9f:0xd83dbd165711e76c!8m2!3d21.0601998!4d-89.6130093!16s%2Fg%2F11h0ssg6xv!19sChIJn56P_Sh3Vo8RbOcRVxa9Pdg?authuser=0&hl=es&rclk=1,SIMCA Desarrollos,"4,0",-65,Oficinas de empresa,·,Sitio web,999 926 0888
https://www.google.com/maps/place/Madero+54/data=!4m7!3m6!1s0x8f5676620e06f039:0x31e008fabd9f5531!8m2!3d21.0462957!4d-89.6121098!16s%2Fg%2F11f4rdf1_y!19sChIJOfAGDmJ2Vo8RMVWfvfoI4DE?authuser=0&hl=es&rclk=1,,"4,6",-49,,Madero 54,Sitio web,999 355 8290
https://www.google.com/maps/place/EDIFICACIONES+IBARRA+S.A.+DE+C.V.+PISOS/data=!4m7!3m6!1s0x8f5676d11e6a9971:0x1438168c563a9047!8m2!3d21.0066222!4d-89.5936999!16s%2Fg%2F1ptysbtgw!19sChIJcZlqHtF2Vo8RR5A6VowWOBQ?authuser=0&hl=es&rclk=1,EDIFICACIONES IBARRA S.A. DE C.V. PISOS,"4,7",-6,Empresa constructora,C. 7A 414 A,Sitio web,999 927 4123
https://www.google.com/maps/place/Grupo+Urbica/data=!4m7!3m6!1s0x8f56714d3d19b7ef:0xd71f297c74b4a8b8!8m2!3d21.0041473!4d-89.6114337!16s%2Fg%2F11l1kzpjd_!19sChIJ77cZPU1xVo8RuKi0dHwpH9c?authuser=0&hl=es&rclk=1,Grupo Urbica,"5,0",-2,,"Calle 17, C. 22 110-y",Sitio web,999 611 7718
https://www.google.com/maps/place/Constructora+Alma+Rosa+Carvajal+C./data=!4m7!3m6!1s0x8f56714f0c284193:0x3a7729fba7d850da!8m2!3d20.9878735!4d-89.6129945!16s%2Fg%2F1pty3s7b4!19sChIJk0EoDE9xVo8R2lDYp_spdzo?authuser=0&hl=es&rclk=1,Constructora Alma Rosa Carvajal C.,"3,5",-8,Empresa constructora,"Por Calle 29 y Por Calle 25, Calle 52 351-D",Cómo llegar,999 926 0768
https://www.google.com/maps/place/Inmobiliaria+Bastet+Homes/data=!4m7!3m6!1s0x8f56777163d6f5c5:0x83698282db321625!8m2!3d21.0457883!4d-89.6284472!16s%2Fg%2F11h3jd4xwy!19sChIJxfXWY3F3Vo8RJRYy24KCaYM?authuser=0&hl=es&rclk=1,Inmobiliaria Bastet Homes,"4,6",-28,Agencia inmobiliaria,C. 48 324,Sitio web,999 165 1204
https://www.google.com/maps/place/ACOSMO+Constructora/data=!4m7!3m6!1s0x8f567798bbf618db:0xe3da5ce3551faa94!8m2!3d21.0372434!4d-89.5810625!16s%2Fg%2F11s0vl3xp2!19sChIJ2xj2u5h3Vo8RlKofVeNc2uM?authuser=0&hl=es&rclk=1,ACOSMO Constructora,"5,0",-1,Empresa de construcción,Calle 7b Tablaje Catastral 34208,Cómo llegar,999 748 2639
https://www.google.com/maps/place/HDC+Taller+de+Arquitectura/data=!4m7!3m6!1s0x8f5674a96867dadd:0xf14497d752cf1ae9!8m2!3d21.0000448!4d-89.610892!16s%2Fg%2F126107cnh!19sChIJ3dpnaKl0Vo8R6RrPUteXRPE?authuser=0&hl=es&rclk=1,HDC Taller de Arquitectura,"4,1",-30,Estudio de arquitectura,C. 20 438,Sitio web,999 368 7371
https://www.google.com/maps/place/Eco+Temozon+Luxury+Village/data=!4m7!3m6!1s0x8f56760c7760b31d:0x90dcd27da73f4ba3!8m2!3d21.073035!4d-89.619956!16s%2Fg%2F11g6hw43m7!19sChIJHbNgdwx2Vo8Ro0s_p33S3JA?authuser=0&hl=es&rclk=1,Eco Temozon Luxury Village,"3,8",-30,Constructor de casas modulares,"Calle 12 Tablaje 21083, Eco Temozón Luxury, Temozon Norte",Cómo llegar,999 941 7002
https://www.google.com/maps/place/Balam+Group+Real+Estate/data=!4m7!3m6!1s0x8f5676ea1c6db589:0x4950dd185fdb0c70!8m2!3d21.0471076!4d-89.6248855!16s%2Fg%2F1thxm3l4!19sChIJibVtHOp2Vo8RcAzbXxjdUEk?authuser=0&hl=es&rclk=1,Balam Group Real Estate,"4,9",-15,Agentes inmobiliarios,·,Sitio web,999 266 8380
https://www.google.com/maps/place/Constructora+Luboro+S.A.+de+C.V./data=!4m7!3m6!1s0x8f5670cdbdb23a35:0x8343de623cc0eeae!8m2!3d20.9938888!4d-89.5769762!16s%2Fg%2F11fzbjwm4z!19sChIJNTqyvc1wVo8Rru7APGLeQ4M?authuser=0&hl=es&rclk=1,Constructora Luboro S.A. de C.V.,"4,3",-11,Empresa de construcción,"Calle 30-B N°199 x 21 y, Calle 21 A",Cómo llegar,999 986 3376
https://www.google.com/maps/place/Alban+Multiservicios+y+Construcci%C3%B3n/data=!4m7!3m6!1s0xa51a51da98b05ba5:0x9608e9741a79242a!8m2!3d20.986132!4d-89.6285214!16s%2Fg%2F11w3b8b_q_!19sChIJpVuwmNpRGqURKiR5GnTpCJY?authuser=0&hl=es&rclk=1,Alban Multiservicios y Construcción,"4,5",-8,Empresa constructora,·,Sitio web,999 126 3154
https://www.google.com/maps/place/Vonter/data=!4m7!3m6!1s0x8f56774e97f48ddd:0x451f7a7eb98e4dc1!8m2!3d21.0354597!4d-89.5947283!16s%2Fg%2F11j07xff84!19sChIJ3Y30l053Vo8RwU2OuX56H0U?authuser=0&hl=es&rclk=1,Vonter,"4,8",-5,Urbanización,·,Sitio web,999 173 0400
https://www.google.com/maps/place/Grupo+Becsa/data=!4m7!3m6!1s0x8f56715bfbd11bb9:0x9d37f5dc9f5aaad2!8m2!3d20.9804589!4d-89.6202987!16s%2Fg%2F1w666grf!19sChIJuRvR-1txVo8R0qpan9z1N50?authuser=0&hl=es&rclk=1,Grupo Becsa,"2,1",-18,Edificio de apartamentos,·,Sitio web,999 127 5058
https://www.google.com/maps/place/OSROCA+Corporativo/data=!4m7!3m6!1s0x8f567799c4f81bf3:0x11ac5aa888d28cb2!8m2!3d21.0359183!4d-89.586713!16s%2Fg%2F11ghtf8z19!19sChIJ8xv4xJl3Vo8RsozSiKharBE?authuser=0&hl=es&rclk=1,OSROCA Corporativo,"3,3",-98,Promotora inmobiliaria,·,Sitio web,999 948 1347
https://www.google.com/maps/place/Instalaci%C3%B3n+y+Mantenimiento+de+Albercas+y+Sistema+de+Riego+%22IMAR%22/data=!4m7!3m6!1s0x8f5673c46a5b6cd3:0x76c77758aafc76ee!8m2!3d20.9612399!4d-89.6444616!16s%2Fg%2F11fxw6kd4w!19sChIJ02xbasRzVo8R7nb8qlh3x3Y?authuser=0&hl=es&rclk=1,"Instalación y Mantenimiento de Albercas y Sistema de Riego ""IMAR""","4,8",-6,Contratista de piscinas,C. 65 634,Cómo llegar,999 593 4283
https://www.google.com/maps/place/DADO+M%C3%A9xico/data=!4m7!3m6!1s0x8f5677000adb955b:0xd1857596d48b5aa!8m2!3d21.0285101!4d-89.5845493!16s%2Fg%2F11y3qfjhlf!19sChIJW5XbCgB3Vo8RqrVIbVlXGA0?authuser=0&hl=es&rclk=1,DADO México,"5,0",-1,Urbanización,·,Sitio web,990 195 3563
https://www.google.com/maps/place/Casas+Commsa/data=!4m7!3m6!1s0x8f567133615c3c65:0x8c126d0867d5eade!8m2!3d20.9955205!4d-89.5998366!16s%2Fg%2F1tf3cllw!19sChIJZTxcYTNxVo8R3urVZwhtEow?authuser=0&hl=es&rclk=1,Casas Commsa,"3,8",-19,Empresa constructora,Calle 11-A 60 x 4 y 6,Sitio web,999 926 5050
https://www.google.com/maps/place/HERRER%C3%8DA+Y+ALUMINIOS+%22VALSAN%22/data=!4m7!3m6!1s0x8f567300af958917:0x90b2bedd9dc9ede5!8m2!3d20.9556437!4d-89.6632614!16s%2Fg%2F1pt_872x8!19sChIJF4mVrwBzVo8R5e3Jnd2-spA?authuser=0&hl=es&rclk=1,"HERRERÍA Y ALUMINIOS ""VALSAN""","4,2",-5,,"x 73B, Calle 120",Cómo llegar,999 985 3019

